Year,SA2_Name,Mean_Rainfall
2011,Barmera,66.52899999999985
2011,Karoonda - Lameroo,80.0851318944843
2011,Mannum,77.1128846153845
2011,Naracoorte Region,141.94924242424233
2011,Loxton Region,68.9170325203251
2011,The Coorong,93.77478323699411
2011,Renmark Region,57.057440476190365
2011,Murray Bridge Region,77.97592592592581
2011,Strathalbyn Region,86.03099999999988
2011,Waikerie,75.97167721518974
2012,Northampton - Mullewa - Greenough,13.203388456549769
2012,Geraldton,10.478030303030158
2012,Bridgetown - Boyup Brook,
2012,Gnowangerup,35.67097457627108
2012,Katanning,
2012,Kojonup,
2012,Plantagenet,
2012,Chittering,23.9112745098038
2012,Cunderdin,34.938650497512306
2012,Dowerin,27.231623427672826
2012,Gingin - Dandaragan,22.756306306306154
2012,Merredin,41.243603603603475
2012,Moora,24.592666666666513
2012,Mukinbudin,41.409402852049766
2012,Northam,28.542829457364192
2012,Toodyay,23.912499999999866
2012,York - Beverley,34.1736772486771
2012,Brookton,29.76646423751676
2012,Kulin,32.2236630036629
2012,Murray,21.769298245613918
2012,Narrogin,26.412499999999902
2012,Wagin,26.967264276228306
2012,Irwin,13.082007575757398
2012,Morawa,15.920649316508781
2012,Esperance Region,41.32097513088993
2012,Albany Region,
2012,Naracoorte Region,
2012,Alfredton,54.491666666666525
2012,Smythes Creek,59.22499999999987
2012,Wendouree - Miners Rest,
2012,Bacchus Marsh Region,54.01923076923059
2012,Creswick - Clunes,52.07803030303018
2012,Gordon (Vic.),55.63949275362302
2012,Avoca,70.2161691542287
2012,Beaufort,72.60155555555541
2012,Golden Plains - North,67.31466666666651
2012,Maryborough Region,58.89875621890533
2012,Loddon,62.531593038821796
2012,Golden Plains - South,65.67655367231622
2012,Winchelsea,69.09342105263141
2012,Euroa,146.33523206751033
2012,Nagambie,56.33910256410239
2012,Rutherglen,
2012,Nhill Region,74.37181372549001
2012,St Arnaud,75.47036290322566
2012,Stawell,95.28782894736828
2012,West Wimmera,107.5226914414413
2012,Yarriambiack,78.90719135802453
2012,Buloke,68.76578400830722
2012,Gannawarra,63.146059431524385
2012,Kerang,70.47499999999985
2012,Robinvale,
2012,Echuca,58.11309523809507
2012,Kyabram,58.01896551724122
2012,Lockington - Gunbower,59.69833333333316
2012,Rochester,60.14404761904744
2012,Rushworth,62.367543859648954
2012,Moira,228.06502976190458
2012,Numurkah,66.49146090534963
2012,Yarrawonga,261.50833333333316
2012,Glenelg (Vic.),139.05374149659846
2012,Corangamite - North,80.94258241758227
2012,Moyne - East,114.48682170542621
2012,Moyne - West,144.36197916666654
2012,Deniliquin Region,
2012,Benalla Region,290.3327485380116
2012,Wangaratta Region,
2012,Shepparton Region - West,88.22388888888871
2012,Swan Hill Region,64.47261904761888
2012,Mildura Region,55.78041561712831
2012,Horsham Region,117.85624999999985
2012,Castlemaine Region,54.29922480620141
2012,Ararat Region,103.2899425287355
2012,Southern Grampians,138.56613018597986
2012,Albury - East,
2012,Colac Region,70.10864779874198
2012,Bendigo Region - North,59.94392655367217
2012,Corowa Region,225.5423220973781
2012,Tocumwal - Finley - Jerilderie,99.17239057239038
2012,Scone Region,84.79460784313707
2012,Condobolin,54.683126721762925
2012,Inverell,88.54861111111093
2012,Inverell Region - East,65.95843224530151
2012,Forbes,73.67064393939377
2012,Inverell Region - West,58.28865363735052
2012,Grenfell,68.24353448275846
2012,Parkes (NSW),78.5635416666665
2012,Quirindi,83.0408536585364
2012,Parkes Region,75.16222741433003
2012,West Wyalong,73.65276930894292
2012,Leeton,114.98944444444427
2012,Narrandera,136.50740740740721
2012,Tumut Region,
2012,Mudgee Region - West,135.679882154882
2012,Cootamundra,
2012,Gundagai,
2012,Blayney,154.20833333333317
2012,Junee,
2012,Orange Region,174.74513201320116
2012,Cowra Region,141.71432584269644
2012,Temora,102.92443910256392
2012,Grafton Region,97.92222222222203
2012,Yass Region,
2012,Young Region,70.21388888888873
2012,Wagga Wagga Region,164.1606249999998
2012,Griffith Region,66.26362745098024
2012,Deniliquin Region,61.742054794520385
2012,Coonamble,57.11492080633533
2012,Nyngan - Warren,51.68356199186975
2012,Walgett - Lightning Ridge,61.475802139037256
2012,Coonabarabran,74.98630790190717
2012,Bathurst Region,156.98333333333312
2012,Gilgandra,53.46258169934624
2012,Dubbo Region,83.2598765432097
2012,Narromine,59.217758369723256
2012,Gunnedah Region,66.8281674208143
2012,Albury Region,
2012,Tamworth Region,75.95270700636925
2012,Wellington,148.45450121654483
2012,Narrabri Region,55.87518315018296
2012,Moree Region,51.65866168478242
2012,Hay,69.00602564102547
2012,Wentworth-Balranald Region,64.10239557739541
2012,Pittsworth,57.71801801801783
2012,Wambo,46.53539682539664
2012,Roma Region,45.977862731152015
2012,Charleville,39.587499999999814
2012,Clifton - Greenmount,54.18876811594183
2012,Southern Downs - East,74.18415300546431
2012,Southern Downs - West,49.72963917525755
2012,Cambooya - Wyreema,55.41018518518499
2012,Central Highlands - East,47.870559701492354
2012,Central Highlands - West,41.998085141354196
2012,Banana,48.89811537200899
2012,Biloela,55.76666666666646
2012,Monto - Eidsvold,48.98308395677455
2012,Lockyer Valley - East,79.25096153846135
2012,Broadsound - Nebo,48.22147239263785
2012,Clermont,41.93300083125503
2012,Balonne,60.041857592093265
2012,Chinchilla,45.94097222222204
2012,Goondiwindi,50.13259803921551
2012,Inglewood - Waggamba,52.32257646448919
2012,Miles - Wandoan,42.013548883756556
2012,Tara,48.00078713210112
2012,Crows Nest - Rosalie,63.8309523809522
2012,Kingaroy Region - North,46.21887755102023
2012,Jondaryan,57.50327004219392
2012,Millmerran,55.49979550102232
2012,Port Pirie Region,30.75062189054716
2012,Barossa - Angaston,52.0095679012344
2012,Light,43.79689922480602
2012,Mallala,38.51416666666652
2012,Gawler - North,43.522222222222105
2012,Clare,29.279166666666487
2012,Lewiston - Two Wells,41.72499999999985
2012,Nhill Region,
2012,Gilbert Valley,33.513076923076774
2012,Goyder,33.04696467991153
2012,Wakefield - Barunga West,32.10442097026588
2012,Jamestown,27.279166666666537
2012,Peterborough - Mount Remarkable,22.889659685863748
2012,Kadina,30.548437499999835
2012,Moonta,29.530128205128065
2012,Wallaroo,28.716666666666494
2012,Yorke Peninsula - North,35.85956572769938
2012,Yorke Peninsula - South,43.130402930402795
2012,Ceduna,19.031862745097886
2012,Eyre Peninsula,28.766923515981595
2012,Kimba - Cleve - Franklin Harbour,26.14821428571415
2012,Le Hunte - Elliston,26.304403948367394
2012,Port Lincoln,30.376666666666523
2012,West Coast (SA),25.329231016730898
2012,Quorn - Lake Gilles,26.062137681159268
2012,Kangaroo Island,47.77721579961451
2012,Millicent,
2012,Penola,
2012,Tatiara,51.31800670016737
2012,Wattle Range,
2012,Mildura Region,
2012,Barmera,57.23533333333318
2012,Karoonda - Lameroo,55.89872102318131
2012,Mannum,57.07673076923061
2012,Naracoorte Region,88.01136363636348
2012,Loxton Region,55.155894308942926
2012,The Coorong,57.78090077071277
2012,Renmark Region,54.28005952380936
2012,Murray Bridge Region,59.50390946502043
2012,Strathalbyn Region,57.31849999999986
2012,Waikerie,54.76366033755258
2013,Northampton - Mullewa - Greenough,14.179247730220318
2013,Geraldton,12.537878787878647
2013,Bridgetown - Boyup Brook,
2013,Gnowangerup,59.20981638418065
2013,Katanning,
2013,Kojonup,
2013,Plantagenet,
2013,Chittering,24.260294117646946
2013,Cunderdin,39.66504975124362
2013,Dowerin,20.101061320754585
2013,Gingin - Dandaragan,20.630450450450315
2013,Merredin,47.615360360360214
2013,Moora,18.547981481481333
2013,Mukinbudin,26.967168003564904
2013,Northam,37.654457364340935
2013,Toodyay,32.81864035087705
2013,York - Beverley,42.98234126984111
2013,Brookton,51.331106612685424
2013,Kulin,51.421282051281906
2013,Murray,39.053070175438464
2013,Narrogin,55.15648148148136
2013,Wagin,51.586985391766135
2013,Irwin,16.227083333333155
2013,Morawa,16.065943743427813
2013,Esperance Region,60.65928228621276
2013,Albany Region,
2013,Naracoorte Region,
2013,Alfredton,78.59166666666654
2013,Smythes Creek,79.77499999999986
2013,Wendouree - Miners Rest,
2013,Bacchus Marsh Region,83.28974358974345
2013,Creswick - Clunes,66.59797979797969
2013,Gordon (Vic.),79.70144927536217
2013,Avoca,61.141791044776
2013,Beaufort,70.72455555555544
2013,Golden Plains - North,84.47399999999989
2013,Maryborough Region,62.70659203980087
2013,Loddon,60.449263721552754
2013,Golden Plains - South,93.69872881355917
2013,Winchelsea,101.56381578947354
2013,Euroa,158.4337552742614
2013,Nagambie,67.51431623931606
2013,Rutherglen,
2013,Nhill Region,41.67579656862733
2013,St Arnaud,50.76256720430096
2013,Stawell,50.611293859649
2013,West Wimmera,53.22646396396385
2013,Yarriambiack,34.03009259259247
2013,Buloke,38.943535825545055
2013,Gannawarra,49.59941860465104
2013,Kerang,49.74666666666656
2013,Robinvale,
2013,Echuca,63.79523809523793
2013,Kyabram,66.75143678160902
2013,Lockington - Gunbower,66.16743589743575
2013,Rochester,67.9226190476189
2013,Rushworth,70.65935672514604
2013,Moira,215.65669642857125
2013,Numurkah,83.81944444444427
2013,Yarrawonga,229.11666666666648
2013,Glenelg (Vic.),67.48860544217673
2013,Corangamite - North,84.19899267399252
2013,Moyne - East,81.3192829457363
2013,Moyne - West,82.2294270833332
2013,Deniliquin Region,
2013,Benalla Region,272.77675438596475
2013,Wangaratta Region,
2013,Shepparton Region - West,104.94129629629612
2013,Swan Hill Region,35.77127496159743
2013,Mildura Region,31.024748110831116
2013,Horsham Region,44.77499999999988
2013,Castlemaine Region,70.11550387596886
2013,Ararat Region,63.26643678160908
2013,Southern Grampians,65.3028254649498
2013,Albury - East,
2013,Colac Region,99.53411949685524
2013,Bendigo Region - North,71.50028248587557
2013,Corowa Region,138.46947565543053
2013,Tocumwal - Finley - Jerilderie,96.31001683501668
2013,Scone Region,118.99705882352923
2013,Condobolin,35.89253443526157
2013,Inverell,133.22916666666652
2013,Inverell Region - East,106.97668150346176
2013,Forbes,66.65928030303016
2013,Inverell Region - West,92.79161237785
2013,Grenfell,64.19992816091938
2013,Parkes (NSW),66.17812499999981
2013,Quirindi,127.9476964769646
2013,Parkes Region,58.12328660436122
2013,West Wyalong,48.937423780487656
2013,Leeton,63.38888888888871
2013,Narrandera,77.49912280701737
2013,Tumut Region,
2013,Mudgee Region - West,130.51212121212106
2013,Cootamundra,
2013,Gundagai,
2013,Blayney,146.38717948717928
2013,Junee,
2013,Orange Region,145.8696369636962
2013,Cowra Region,142.35196629213465
2013,Temora,64.07612179487163
2013,Grafton Region,96.14444444444426
2013,Yass Region,
2013,Young Region,59.783333333333175
2013,Wagga Wagga Region,84.87437499999982
2013,Griffith Region,41.11260784313711
2013,Deniliquin Region,44.44699771689483
2013,Coonamble,49.00946724262044
2013,Nyngan - Warren,35.924390243902295
2013,Walgett - Lightning Ridge,37.35313428401648
2013,Coonabarabran,69.38460490463198
2013,Bathurst Region,162.51944444444428
2013,Gilgandra,60.815400326797246
2013,Dubbo Region,78.31970164609037
2013,Narromine,49.65403930130989
2013,Gunnedah Region,88.82288838612352
2013,Albury Region,
2013,Tamworth Region,133.1267515923565
2013,Wellington,127.32068126520663
2013,Narrabri Region,63.48534798534782
2013,Moree Region,56.5463881340578
2013,Hay,33.7435897435896
2013,Wentworth-Balranald Region,27.03877968877957
2013,Pittsworth,72.7749999999998
2013,Wambo,52.502976190476
2013,Roma Region,26.74187411095288
2013,Charleville,15.862499999999812
2013,Clifton - Greenmount,78.55452898550706
2013,Southern Downs - East,100.47117486338782
2013,Southern Downs - West,79.31314432989673
2013,Cambooya - Wyreema,70.03981481481463
2013,Central Highlands - East,33.77221393034808
2013,Central Highlands - West,20.878837935568534
2013,Banana,43.86684693543083
2013,Biloela,51.24999999999985
2013,Monto - Eidsvold,52.3092892768078
2013,Lockyer Valley - East,113.96346153846133
2013,Broadsound - Nebo,36.021506475800784
2013,Clermont,26.575602660016454
2013,Balonne,28.938533243485903
2013,Chinchilla,54.666261574073886
2013,Goondiwindi,47.83480392156846
2013,Inglewood - Waggamba,54.76127527216156
2013,Miles - Wandoan,42.34309083910683
2013,Tara,48.50385010266922
2013,Crows Nest - Rosalie,82.13886554621828
2013,Kingaroy Region - North,54.42493197278894
2013,Jondaryan,68.2360759493669
2013,Millmerran,67.64846625766853
2013,Port Pirie Region,3.6371890547262904
2013,Barossa - Angaston,14.273456790123326
2013,Light,15.222286821705325
2013,Mallala,13.864722222222115
2013,Gawler - North,13.280555555555438
2013,Clare,8.924999999999915
2013,Lewiston - Two Wells,12.452083333333254
2013,Nhill Region,
2013,Gilbert Valley,13.604999999999897
2013,Goyder,10.979746136865238
2013,Wakefield - Barunga West,9.89694835680741
2013,Jamestown,3.288002873563129
2013,Peterborough - Mount Remarkable,4.770767888307056
2013,Kadina,12.026041666666565
2013,Moonta,13.141666666666563
2013,Wallaroo,10.624999999999906
2013,Yorke Peninsula - North,19.26836854460084
2013,Yorke Peninsula - South,23.716391941391844
2013,Ceduna,13.11519607843123
2013,Eyre Peninsula,10.57728310502272
2013,Kimba - Cleve - Franklin Harbour,5.72545093795083
2013,Le Hunte - Elliston,7.481757782839668
2013,Port Lincoln,13.096666666666565
2013,West Coast (SA),13.26488095238082
2013,Quorn - Lake Gilles,5.488043478260774
2013,Kangaroo Island,27.470086705202196
2013,Millicent,
2013,Penola,
2013,Tatiara,44.30134003350073
2013,Wattle Range,
2013,Mildura Region,
2013,Barmera,18.950333333333223
2013,Karoonda - Lameroo,29.700899280575424
2013,Mannum,15.819423076922956
2013,Naracoorte Region,57.056060606060484
2013,Loxton Region,26.216829268292564
2013,The Coorong,33.44612235067426
2013,Renmark Region,24.152083333333216
2013,Murray Bridge Region,18.87952674897106
2013,Strathalbyn Region,17.721499999999878
2013,Waikerie,15.2065928270041
2014,Northampton - Mullewa - Greenough,7.8778047989622495
2014,Geraldton,7.521212121212011
2014,Bridgetown - Boyup Brook,
2014,Gnowangerup,17.44816384180781
2014,Katanning,
2014,Kojonup,
2014,Plantagenet,
2014,Chittering,15.929901960784226
2014,Cunderdin,26.799440298507317
2014,Dowerin,18.174488993710565
2014,Gingin - Dandaragan,18.12999999999989
2014,Merredin,29.96213963963949
2014,Moora,16.34853703703689
2014,Mukinbudin,28.304367201425865
2014,Northam,22.32538759689908
2014,Toodyay,17.979824561403376
2014,York - Beverley,24.478835978835825
2014,Brookton,24.756578947368286
2014,Kulin,23.764560439560313
2014,Murray,14.990789473684082
2014,Narrogin,16.162962962962837
2014,Wagin,15.278652058432813
2014,Irwin,12.622537878787732
2014,Morawa,11.497620925341606
2014,Esperance Region,31.19024869109936
2014,Albany Region,
2014,Naracoorte Region,
2014,Alfredton,70.44166666666656
2014,Smythes Creek,73.04999999999988
2014,Wendouree - Miners Rest,
2014,Bacchus Marsh Region,54.31185897435883
2014,Creswick - Clunes,68.18661616161603
2014,Gordon (Vic.),61.603985507246236
2014,Avoca,66.81815920397996
2014,Beaufort,75.29211111111098
2014,Golden Plains - North,75.4753333333332
2014,Maryborough Region,62.2349502487561
2014,Loddon,53.924966532797725
2014,Golden Plains - South,65.03446327683602
2014,Winchelsea,64.60372807017532
2014,Euroa,168.03069620253143
2014,Nagambie,46.480341880341726
2014,Rutherglen,
2014,Nhill Region,52.92435661764692
2014,St Arnaud,57.818615591397716
2014,Stawell,68.41249999999987
2014,West Wimmera,72.11503378378367
2014,Yarriambiack,54.595987654320844
2014,Buloke,55.200441329179505
2014,Gannawarra,52.95271317829444
2014,Kerang,44.41166666666655
2014,Robinvale,
2014,Echuca,43.09404761904745
2014,Kyabram,48.079885057471095
2014,Lockington - Gunbower,42.66717948717935
2014,Rochester,40.70714285714269
2014,Rushworth,41.63523391812852
2014,Moira,235.08928571428552
2014,Numurkah,73.98045267489697
2014,Yarrawonga,270.5555555555554
2014,Glenelg (Vic.),119.29880952380938
2014,Corangamite - North,87.43250915750902
2014,Moyne - East,107.37945736434094
2014,Moyne - West,133.7585937499999
2014,Deniliquin Region,
2014,Benalla Region,291.2826023391811
2014,Wangaratta Region,
2014,Shepparton Region - West,101.35499999999982
2014,Swan Hill Region,39.16947004608281
2014,Mildura Region,35.93033165407207
2014,Horsham Region,68.90379273504261
2014,Castlemaine Region,53.02344961240297
2014,Ararat Region,85.0085057471263
2014,Southern Grampians,104.43494277539331
2014,Albury - East,
2014,Colac Region,75.33616352201246
2014,Bendigo Region - North,45.121892655367084
2014,Corowa Region,144.82808988764026
2014,Tocumwal - Finley - Jerilderie,95.05029461279445
2014,Scone Region,96.50392156862728
2014,Condobolin,30.425661157024646
2014,Inverell,74.44999999999985
2014,Inverell Region - East,62.714193867457794
2014,Forbes,51.536884469696815
2014,Inverell Region - West,64.92882736156334
2014,Grenfell,57.431034482758456
2014,Parkes (NSW),53.43020833333316
2014,Quirindi,98.59498644986431
2014,Parkes Region,47.51191588785029
2014,West Wyalong,44.189430894308785
2014,Leeton,92.01777777777758
2014,Narrandera,98.33538011695889
2014,Tumut Region,
2014,Mudgee Region - West,111.42735690235673
2014,Cootamundra,
2014,Gundagai,
2014,Blayney,125.55576923076904
2014,Junee,
2014,Orange Region,116.39579207920777
2014,Cowra Region,123.77734082396984
2014,Temora,67.02636217948701
2014,Grafton Region,54.36249999999979
2014,Yass Region,
2014,Young Region,62.54351851851837
2014,Wagga Wagga Region,93.55666666666649
2014,Griffith Region,37.07019607843121
2014,Deniliquin Region,41.112465753424516
2014,Coonamble,51.38095752339795
2014,Nyngan - Warren,44.4219004065039
2014,Walgett - Lightning Ridge,42.43409090909073
2014,Coonabarabran,63.049023614895376
2014,Bathurst Region,137.03888888888866
2014,Gilgandra,52.027573529411576
2014,Dubbo Region,63.29151234567883
2014,Narromine,42.99239446870434
2014,Gunnedah Region,81.37232277526378
2014,Albury Region,
2014,Tamworth Region,100.0680997876856
2014,Wellington,108.22883211678815
2014,Narrabri Region,51.74021978021961
2014,Moree Region,46.514945652173736
2014,Hay,39.607499999999845
2014,Wentworth-Balranald Region,28.96908271908258
2014,Pittsworth,41.03400900900883
2014,Wambo,40.691706349206164
2014,Roma Region,33.42286036036018
2014,Charleville,19.849999999999824
2014,Clifton - Greenmount,42.41829710144909
2014,Southern Downs - East,50.06161202185774
2014,Southern Downs - West,41.40214776632284
2014,Cambooya - Wyreema,42.24074074074055
2014,Central Highlands - East,34.734701492537134
2014,Central Highlands - West,27.42505752794197
2014,Banana,35.92560635857078
2014,Biloela,40.849999999999795
2014,Monto - Eidsvold,41.50976724854512
2014,Lockyer Valley - East,59.046794871794674
2014,Broadsound - Nebo,44.65446489434201
2014,Clermont,41.33811305070639
2014,Balonne,45.22804357592075
2014,Chinchilla,38.60850694444426
2014,Goondiwindi,38.867401960784136
2014,Inglewood - Waggamba,42.97271902540159
2014,Miles - Wandoan,40.48787528868342
2014,Tara,46.04072553045842
2014,Crows Nest - Rosalie,46.38417366946761
2014,Kingaroy Region - North,47.87329931972771
2014,Jondaryan,40.79282700421923
2014,Millmerran,44.3814928425356
2014,Port Pirie Region,19.798383084577
2014,Barossa - Angaston,37.12098765432088
2014,Light,34.22790697674408
2014,Mallala,32.28611111111101
2014,Gawler - North,33.790277777777675
2014,Clare,28.891666666666577
2014,Lewiston - Two Wells,33.69999999999992
2014,Nhill Region,
2014,Gilbert Valley,31.701666666666558
2014,Goyder,30.860706401765892
2014,Wakefield - Barunga West,27.3324726134584
2014,Jamestown,21.557399425287244
2014,Peterborough - Mount Remarkable,18.975305410122058
2014,Kadina,27.194270833333213
2014,Moonta,28.4096153846153
2014,Wallaroo,25.51666666666654
2014,Yorke Peninsula - North,34.23579812206562
2014,Yorke Peninsula - South,46.00439560439551
2014,Ceduna,29.987745098039102
2014,Eyre Peninsula,37.71740867579899
2014,Kimba - Cleve - Franklin Harbour,27.72925685425674
2014,Le Hunte - Elliston,29.402069096431187
2014,Port Lincoln,42.264999999999915
2014,West Coast (SA),27.195302445302335
2014,Quorn - Lake Gilles,23.495833333333202
2014,Kangaroo Island,62.72947976878603
2014,Millicent,
2014,Penola,
2014,Tatiara,54.92068676716905
2014,Wattle Range,
2014,Mildura Region,
2014,Barmera,34.82699999999989
2014,Karoonda - Lameroo,44.68149480415657
2014,Mannum,40.72814102564092
2014,Naracoorte Region,70.49469696969683
2014,Loxton Region,39.19605691056899
2014,The Coorong,47.73800578034671
2014,Renmark Region,34.37440476190466
2014,Murray Bridge Region,38.91687242798342
2014,Strathalbyn Region,49.25883333333323
2014,Waikerie,38.89108649789017
2015,Northampton - Mullewa - Greenough,25.071271076523843
2015,Geraldton,21.13333333333318
2015,Bridgetown - Boyup Brook,
2015,Gnowangerup,18.328283898304985
2015,Katanning,
2015,Kojonup,
2015,Plantagenet,
2015,Chittering,29.317647058823407
2015,Cunderdin,37.21287313432819
2015,Dowerin,32.22718160377345
2015,Gingin - Dandaragan,25.316216216216084
2015,Merredin,39.656779279279135
2015,Moora,27.56146296296284
2015,Mukinbudin,40.546078431372386
2015,Northam,38.69670542635643
2015,Toodyay,35.8677631578946
2015,York - Beverley,33.93511904761889
2015,Brookton,31.957962213225237
2015,Kulin,29.925421245421106
2015,Murray,25.336842105263035
2015,Narrogin,20.755555555555418
2015,Wagin,20.55262284196535
2015,Irwin,25.71174242424229
2015,Morawa,27.126353838065064
2015,Esperance Region,17.278534031413475
2015,Albany Region,
2015,Naracoorte Region,
2015,Alfredton,60.216666666666505
