Station number,Lat,Lon,Station name,SA2_5DIG16,SA2_NAME16,STE_CODE16,STE_NAME16,2010_11_area
85279,-37.88,147.57,BAIRNSDALE AIRPORT,21081,Bairnsdale,2,Victoria,230
87006,-37.6,144.23,BALLAN,21009,Bacchus Marsh Region,2,Victoria,3844
87007,-37.74,144.14,MORRISONS (BALLARK),21012,Gordon (Vic.),2,Victoria,2588
87021,-37.82,144.21,DURDIDWARRAH,21035,Golden Plains - South,2,Victoria,10797
87042,-37.86,144.11,MEREDITH,21035,Golden Plains - South,2,Victoria,10797
87043,-37.82,144.15,MEREDITH (DARRA),21035,Golden Plains - South,2,Victoria,10797
87068,-37.65,144.04,MOORABOOL RIVER AT LAL LAL,21012,Gordon (Vic.),2,Victoria,2588
87095,-37.61,144.3,PYKES CREEK RESERVOIR,21009,Bacchus Marsh Region,2,Victoria,3844
87124,-38.25,144.09,BUCKLEY (BALLIWINDI),21036,Winchelsea,2,Victoria,7093
87162,-38.14,144.19,GNARWARRE (BARWON RIVER AT POLLOCKSFORD),21036,Winchelsea,2,Victoria,7093
87168,-37.91,144.13,SHEOAKS,21035,Golden Plains - South,2,Victoria,10797
88002,-36.89,145.23,AVENEL (POST OFFICE),21058,Nagambie,2,Victoria,4274
88009,-36.99,143.97,CAIRN CURRAN RESERVOIR,21028,Castlemaine Region,2,Victoria,4646
88015,-37.3,143.78,CLUNES,21010,Creswick - Clunes,2,Victoria,4367
88019,-37.42,143.89,CRESWICK,21010,Creswick - Clunes,2,Victoria,4367
88032,-37.09,144,JOYCES CREEK,21028,Castlemaine Region,2,Victoria,4646
88048,-37.11,144.06,NEWSTEAD,21028,Castlemaine Region,2,Victoria,4646
88051,-37.02,144.52,REDESDALE,21028,Castlemaine Region,2,Victoria,4646
88109,-36.89,145.19,MANGALORE AIRPORT,21058,Nagambie,2,Victoria,4274
88137,-37.16,143.55,LILLICUR,21013,Avoca,2,Victoria,4630
89003,-37.25,141.84,BALMORAL (POST OFFICE),21423,Southern Grampians,2,Victoria,17966
89005,-37.45,143.37,BEAUFORT,21014,Beaufort,2,Victoria,16676
89009,-37.53,142.04,CAVENDISH (POST OFFICE),21423,Southern Grampians,2,Victoria,17966
89010,-38.03,143.63,CRESSY,21473,Colac Region,2,Victoria,4087
89011,-37.66,142.34,DUNKELD,21423,Southern Grampians,2,Victoria,17966
89016,-37.71,142.84,LAKE BOLAC (POST OFFICE),21387,Ararat Region,2,Victoria,49087
89018,-37.95,143.34,LISMORE (POST OFFICE),21474,Corangamite - North,2,Victoria,33874
89025,-37.69,143.37,SKIPTON POST OFFICE,21474,Corangamite - North,2,Victoria,33874
89033,-37.69,142.73,WICKLIFFE,21387,Ararat Region,2,Victoria,49087
89034,-37.55,142.74,WILLAURA (MAIN STREET),21387,Ararat Region,2,Victoria,49087
89043,-37.39,141.92,GATUM,21423,Southern Grampians,2,Victoria,17966
89068,-37.9,143.72,ROKEWOOD,21035,Golden Plains - South,2,Victoria,10797
89074,-37.95,143.22,DERRINALLUM (POST OFFICE),21474,Corangamite - North,2,Victoria,33874
89082,-37.5,143.28,BEAUFORT (SHEEPWASH),21014,Beaufort,2,Victoria,16676
89084,-37.93,143.87,WARRAMBINE CK AT WARRAMBINE,21035,Golden Plains - South,2,Victoria,10797
89085,-37.28,142.98,ARARAT PRISON,21387,Ararat Region,2,Victoria,49087
89103,-37.97,143.22,DERRINALLUM (CRAIGMORE),21474,Corangamite - North,2,Victoria,33874
89104,-37.81,143.92,LEIGH RIVER @ MOUNT MERCER,21035,Golden Plains - South,2,Victoria,10797
89106,-37.42,143.67,ADDINGTON,21010,Creswick - Clunes,2,Victoria,4367
89107,-37.35,143.3,RAGLAN,21014,Beaufort,2,Victoria,16676
89109,-37.36,143.2,BUANGOR (CRAIGIE),21387,Ararat Region,2,Victoria,49087
89112,-37.71,142.94,WESTMERE,21387,Ararat Region,2,Victoria,49087
90005,-38.2,143.64,BEEAC (POST OFFICE),21473,Colac Region,2,Victoria,4087
90008,-38.34,143.78,BIRREGURRA (POST OFFICE),21473,Colac Region,2,Victoria,4087
90010,-37.86,141.77,BRANXHOLME (BASSETT),21423,Southern Grampians,2,Victoria,17966
90022,-38.28,143.66,COLAC AIRPORT,21473,Colac Region,2,Victoria,4087
90024,-37.6,141.69,COLERAINE HOSPITAL,21423,Southern Grampians,2,Victoria,17966
90035,-38.23,143.79,COLAC (MOUNT GELLIBRAND),21473,Colac Region,2,Victoria,4087
90045,-38.11,142.32,HAWKESDALE (POST OFFICE),21478,Moyne - West,2,Victoria,1678
90055,-38.03,142,MACARTHUR (POST OFFICE),21478,Moyne - West,2,Victoria,1678
90057,-37.72,141.55,MERINO,21420,Glenelg (Vic.),2,Victoria,1742
90062,-37.88,142.42,PENSHURST (THE GUMS),21423,Southern Grampians,2,Victoria,17966
90063,-37.88,142.29,PENSHURST (POST OFFICE),21423,Southern Grampians,2,Victoria,17966
90077,-38.24,142.92,TERANG,21474,Corangamite - North,2,Victoria,33874
90147,-38.34,143.58,COLAC (SHIRE OFFICE),21473,Colac Region,2,Victoria,4087
90173,-37.65,142.06,HAMILTON AIRPORT,21423,Southern Grampians,2,Victoria,17966
90176,-38.07,142.77,MORTLAKE RACECOURSE,21477,Moyne - East,2,Victoria,13075
109511,-34.66,117.89,PORONGURUPS,51234,Plantagenet,5,Western Australia,8628
109512,-34.73,117.78,PORONGURUP SOUTH,51234,Plantagenet,5,Western Australia,8628
109515,-34.65,117.91,PORONGURUP NORTH,51234,Plantagenet,5,Western Australia,8628
109516,-32.78,116.48,BODDINGTON NORTH,51248,Murray,5,Western Australia,110
140000,-27.27,152.06,CROWS NEST JOHN ST,31179,Crows Nest - Rosalie,3,Queensland,3896
200001,-21.66,150.27,MIDDLE PERCY ISLAND,31338,Broadsound - Nebo,3,Queensland,4148
