Station number,Lat,Lon,Station name,SA2_5DIG16,SA2_NAME16,STE_CODE16,STE_NAME16,2010_11_area
8002,-30.6,116.77,BALLIDU,51238,Dowerin,5,Western Australia,409182
8005,-30.73,116.02,BARBERTON,51241,Moora,5,Western Australia,407510
8007,-28.9,115.81,PINDAWA,51291,Morawa,5,Western Australia,480419
8008,-30.58,116.14,BERKSHIRE VALLEY,51241,Moora,5,Western Australia,407510
8009,-30.63,116.39,BINDI BINDI EAST,51241,Moora,5,Western Australia,407510
8013,-29.33,116.14,BOWGADA,51291,Morawa,5,Western Australia,480419
8014,-30.22,116.78,DALWALLINU NORTH,51241,Moora,5,Western Australia,407510
8028,-28.5,114.79,NABAWA,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8037,-29.88,116.02,COOROW,51291,Morawa,5,Western Australia,480419
8050,-28.78,114.61,GERALDTON TOWN,51285,Geraldton,5,Western Australia,4480
8052,-28.17,114.76,GLENEVA,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8060,-29.04,115.55,SOUTH HOLMWOOD,51291,Morawa,5,Western Australia,480419
8061,-30.28,116.63,HYDE PARK,51241,Moora,5,Western Australia,407510
8065,-28.43,114.65,ISSEKA,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8066,-30.7,117.06,KOKARDINE,51238,Dowerin,5,Western Australia,409182
8067,-29.94,116.2,KOOBABBIE,51291,Morawa,5,Western Australia,480419
8072,-29.76,116.44,LATHAM,51291,Morawa,5,Western Australia,480419
8075,-28.21,114.31,LYNTON,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8077,-29.6,115.94,HIGHFIELDS,51291,Morawa,5,Western Australia,480419
8085,-30.49,116.36,MILING,51241,Moora,5,Western Australia,407510
8087,-30.42,116.46,MINDALLA,51241,Moora,5,Western Australia,407510
8095,-28.54,115.51,MULLEWA,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8100,-28.35,114.64,NORTHAMPTON,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8107,-29.44,116.29,PERENJORI,51291,Morawa,5,Western Australia,480419
8113,-27.83,114.74,RIVERSIDE,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8121,-29.53,115.76,THREE SPRINGS,51291,Morawa,5,Western Australia,480419
8137,-30.89,116.72,WONGAN HILLS,51238,Dowerin,5,Western Australia,409182
8139,-30.11,116.63,WUBIN,51241,Moora,5,Western Australia,407510
8143,-29.29,115.63,YANDANOOKA,51291,Morawa,5,Western Australia,480419
8147,-28.33,114.96,YUNA,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8157,-28.9,115.86,CANNA,51291,Morawa,5,Western Australia,480419
8168,-28.55,114.62,HOWATHARRA,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8179,-30.66,116.93,EAST KONDUT,51238,Dowerin,5,Western Australia,409182
8200,-28.69,115.04,ERADU,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8202,-30.62,116.38,BINDI BINDI NORTH,51241,Moora,5,Western Australia,407510
8237,-28.69,115.28,TENINDEWA,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8240,-28.89,115.45,COOLANGATTA,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8254,-30.71,116.77,KONDUT,51238,Dowerin,5,Western Australia,409182
8273,-29.36,115.45,ARENA,51291,Morawa,5,Western Australia,480419
8274,-28.42,114.82,NARALING,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8275,-30.37,116.27,ANRO,51241,Moora,5,Western Australia,407510
8280,-27.57,114.67,EURARDY,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8283,-30.15,116.38,KARAWA,51241,Moora,5,Western Australia,407510
8286,-28.28,114.68,WUNDI,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8294,-28.21,115.29,WANDANA,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8295,-29.21,115.26,STRAWBERRY,51291,Morawa,5,Western Australia,480419
8296,-29.2,116.02,MORAWA AIRPORT,51291,Morawa,5,Western Australia,480419
8297,-30.28,116.67,DALWALLINU,51241,Moora,5,Western Australia,407510
8298,-28.76,114.94,TIBRADDEN,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8299,-29.11,115.32,ARRADALE,51291,Morawa,5,Western Australia,480419
8300,-29.07,115.09,TABLETOP,51289,Irwin,5,Western Australia,19021
8301,-30.75,116.13,BARBERTON EAST,51241,Moora,5,Western Australia,407510
8302,-30.85,116.72,WONGAN HILLS NORTH,51238,Dowerin,5,Western Australia,409182
8304,-28.96,114.95,MOASCAR,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8306,-28.06,115.19,DARTMOOR SOUTH,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8307,-28.89,115.44,COOLANGATTA ALERT,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8308,-28.8,115.76,TARDUN HILL,51292,Northampton - Mullewa - Greenough,5,Western Australia,423223
8309,-29.3,115.66,BELLENDAINE,51291,Morawa,5,Western Australia,480419
8310,-29.03,115.55,SOUTH HOLMWOOD ALERT,51291,Morawa,5,Western Australia,480419
8315,-28.8,114.7,GERALDTON AIRPORT,51285,Geraldton,5,Western Australia,4480
8316,-30.38,115.85,YALLALIE BASIN,51239,Gingin - Dandaragan,5,Western Australia,23234
8317,-30.36,116.29,ANRO TBRG,51241,Moora,5,Western Australia,407510
8318,-30.42,116.46,MINDALLA TBRG,51241,Moora,5,Western Australia,407510
9014,-30.7,115.58,DANDARAGAN WEST,51239,Gingin - Dandaragan,5,Western Australia,23234
9018,-31.35,115.9,GINGIN,51239,Gingin - Dandaragan,5,Western Australia,23234
9033,-30.97,116.22,NEW NORCIA,51241,Moora,5,Western Australia,407510
9037,-30.34,115.54,BADGINGARRA RESEARCH STN,51239,Gingin - Dandaragan,5,Western Australia,23234
9210,-30.89,115.58,LAKE NAMMEN,51239,Gingin - Dandaragan,5,Western Australia,23234
9248,-31.33,115.95,MOONDAH BROOK,51239,Gingin - Dandaragan,5,Western Australia,23234
9268,-31.46,116.37,JULIMAR FOREST,51244,Toodyay,5,Western Australia,11970
9274,-31.26,116.13,MINSTON PARK,51236,Chittering,5,Western Australia,5408
9279,-31,116.23,CANTERBURY,51241,Moora,5,Western Australia,407510
9504,-33.83,116.39,BOYUP BROOK,51017,Bridgetown - Boyup Brook,5,Western Australia,2430
9507,-32.68,116.52,BANNISTER,51246,Brookton,5,Western Australia,132769
9542,-33.68,121.83,ESPERANCE AERO,51275,Esperance Region,5,Western Australia,381876
9561,-34.49,117.63,KENDENUP,51234,Plantagenet,5,Western Australia,8628
9579,-33.76,122.07,OAKE MARSH FARM,51275,Esperance Region,5,Western Australia,381876
9581,-34.63,117.64,MOUNT BARKER,51234,Plantagenet,5,Western Australia,8628
9584,-33.74,122,MYRUP,51275,Esperance Region,5,Western Australia,381876
9587,-34,116.43,NEWBICUP,51017,Bridgetown - Boyup Brook,5,Western Australia,2430
9607,-34.55,117.94,WHITE GUMS,51234,Plantagenet,5,Western Australia,8628
9626,-33.71,121.56,PLEASANT VALLEY,51275,Esperance Region,5,Western Australia,381876
9631,-33.6,121.78,ESPERANCE DOWNS RESEARCH STN,51275,Esperance Region,5,Western Australia,381876
9635,-34.36,117.08,FRANKLAND,51231,Kojonup,5,Western Australia,73119
9739,-33.68,122.33,TELINA DOWNS,51275,Esperance Region,5,Western Australia,381876
9772,-33.76,121.22,ERINAIR,51275,Esperance Region,5,Western Australia,381876
9804,-33.88,122.22,ADINA,51275,Esperance Region,5,Western Australia,381876
9815,-33.88,122.57,THE DUKE,51275,Esperance Region,5,Western Australia,381876
9822,-33.78,121.56,DALYUP PARK,51275,Esperance Region,5,Western Australia,381876
9843,-34.44,116.99,FRANKLAND VINEYARDS,51231,Kojonup,5,Western Australia,73119
9850,-34.54,117.72,CARBARUP,51234,Plantagenet,5,Western Australia,8628
9865,-34.4,118.89,WARRA JARRA,51229,Gnowangerup,5,Western Australia,260192
9867,-33.65,122.02,LORINNA,51275,Esperance Region,5,Western Australia,381876
9868,-33.71,120.87,MUNGLINUP,51275,Esperance Region,5,Western Australia,381876
9914,-33.32,116.65,VALERN,51250,Wagin,5,Western Australia,67450
9922,-33.65,121.2,WEST LORT RIVER,51275,Esperance Region,5,Western Australia,381876
9954,-33.81,122.08,MERIVALE FARM,51275,Esperance Region,5,Western Australia,381876
9967,-34.78,117.65,NARRIKUP WEST,51234,Plantagenet,5,Western Australia,8628
10000,-31.17,117.07,AMERY ACRES,51238,Dowerin,5,Western Australia,409182
10006,-31.73,118.11,BELKA,51240,Merredin,5,Western Australia,393786
10007,-30.81,117.86,BENCUBBIN,51242,Mukinbudin,5,Western Australia,561694
10009,-31.27,116.51,BOLGART,51241,Moora,5,Western Australia,407510
10011,-30.47,118.38,BONNIE ROCK,51242,Mukinbudin,5,Western Australia,561694
10012,-31.53,117.41,BOODJERAKINE,51237,Cunderdin,5,Western Australia,243976
10016,-31.88,118.15,BRUCE ROCK,51240,Merredin,5,Western Australia,393786
10019,-31.4,118.48,BURRACOPPIN,51240,Merredin,5,Western Australia,393786
10026,-30.06,117.14,GOODLANDS,51241,Moora,5,Western Australia,407510
10031,-31.37,117.59,YORKRAKINE TBRG,51237,Cunderdin,5,Western Australia,243976
10032,-31,117.4,COWCOWING,51238,Dowerin,5,Western Australia,409182
10036,-31.8,117.36,YOUNDEGIN,51237,Cunderdin,5,Western Australia,243976
10040,-31.61,117.88,DOODLAKINE,51237,Cunderdin,5,Western Australia,243976
10041,-31.62,117.44,DOONGIN PEAK,51237,Cunderdin,5,Western Australia,243976
10043,-31.77,116.92,CALJIE,51245,York - Beverley,5,Western Australia,56837
10044,-31.62,117.54,BUNGULLA,51237,Cunderdin,5,Western Australia,243976
10045,-31.01,117.13,EJANDING,51238,Dowerin,5,Western Australia,409182
10052,-31.45,117.22,ALEPPO,51237,Cunderdin,5,Western Australia,243976
10053,-31.72,118.44,FRIARS WELL,51240,Merredin,5,Western Australia,393786
10055,-30.8,117.68,GABBIN,51242,Mukinbudin,5,Western Australia,561694
10058,-31.3,116.83,GOOMALLING,51238,Dowerin,5,Western Australia,409182
10061,-31.14,116.96,HAPPY VALLEY,51238,Dowerin,5,Western Australia,409182
10064,-31.27,116.51,BOLGART BIN,51241,Moora,5,Western Australia,407510
10073,-31.62,117.72,KELLERBERRIN,51237,Cunderdin,5,Western Australia,243976
10076,-31.06,116.73,KONNONGORRING,51238,Dowerin,5,Western Australia,409182
10077,-30.83,117.48,KOORDA,51238,Dowerin,5,Western Australia,409182
10089,-31.35,116.65,LONG FOREST,51238,Dowerin,5,Western Australia,409182
10092,-31.48,118.28,MERREDIN,51240,Merredin,5,Western Australia,393786
10097,-30.66,117.26,MONINGARIN,51238,Dowerin,5,Western Australia,409182
10102,-30.92,118.21,MUKINBUDIN,51242,Mukinbudin,5,Western Australia,561694
10104,-31.4,117.72,NANYANINE,51237,Cunderdin,5,Western Australia,243976
10108,-31.33,118.25,NOKANING,51240,Merredin,5,Western Australia,393786
10111,-31.65,116.66,NORTHAM,51243,Northam,5,Western Australia,21542
10112,-31.18,118.1,NUNGARIN,51242,Mukinbudin,5,Western Australia,561694
10119,-31.8,118.39,KITLANE,51240,Merredin,5,Western Australia,393786
10121,-31.64,117.49,TAMMIN,51237,Cunderdin,5,Western Australia,243976
10122,-31.83,117.49,TELENNING HILL,51237,Cunderdin,5,Western Australia,243976
10123,-31.99,117.93,THE GRANITES,51240,Merredin,5,Western Australia,393786
10124,-31.52,118.17,NANGEENAN,51240,Merredin,5,Western Australia,393786
10125,-31.55,116.47,TOODYAY,51244,Toodyay,5,Western Australia,11970
10126,-31.12,117.79,TRAYNING,51242,Mukinbudin,5,Western Australia,561694
10129,-31.59,116.89,MOUNT NODDY,51243,Northam,5,Western Australia,21542
10132,-31.92,116.82,MOUNT HARDEY,51245,York - Beverley,5,Western Australia,56837
10134,-31.31,116.52,WATTENING,51244,Toodyay,5,Western Australia,11970
10135,-30.49,118.13,WIALKI,51242,Mukinbudin,5,Western Australia,561694
10136,-30.59,118.15,WIALKI SOUTH,51242,Mukinbudin,5,Western Australia,561694
10140,-31.18,117.38,WYALKATCHEM,51238,Dowerin,5,Western Australia,409182
10141,-30.29,117.01,XANTIPPE,51241,Moora,5,Western Australia,407510
10143,-31.42,117.27,YGNATTERING,51237,Cunderdin,5,Western Australia,243976
10145,-31.38,117.59,YORKRAKINE,51237,Cunderdin,5,Western Australia,243976
10149,-31.34,117.82,CODG CODGEN,51242,Mukinbudin,5,Western Australia,561694
10151,-31.53,118.1,HINES HILL,51240,Merredin,5,Western Australia,393786
10152,-31.75,116.68,MURESK INSTITUTE,51243,Northam,5,Western Australia,21542
10158,-30.41,118.28,BERIA,51242,Mukinbudin,5,Western Australia,561694
10192,-30.55,118.28,JOURERDINE,51242,Mukinbudin,5,Western Australia,561694
10230,-31.62,117.06,WAEEL,51237,Cunderdin,5,Western Australia,243976
10244,-31.75,116.46,BAKERS HILL,51243,Northam,5,Western Australia,21542
10245,-31.3,116.9,BERRING,51238,Dowerin,5,Western Australia,409182
10250,-31.14,116.92,REDWING,51238,Dowerin,5,Western Australia,409182
10257,-31.51,117.77,SPRING VALLEY,51237,Cunderdin,5,Western Australia,243976
10283,-31.93,117.84,SHACKLETON,51240,Merredin,5,Western Australia,393786
10286,-31.62,117.22,CUNDERDIN AIRFIELD,51237,Cunderdin,5,Western Australia,243976
10294,-31.57,117.51,COODERNUPPIN,51237,Cunderdin,5,Western Australia,243976
10304,-31.49,116.54,NUNILE,51244,Toodyay,5,Western Australia,11970
10307,-31.79,116.63,QUADNEY,51245,York - Beverley,5,Western Australia,56837
10308,-31.55,116.49,TOODYAY EAST,51244,Toodyay,5,Western Australia,11970
10311,-31.9,116.77,YORK,51245,York - Beverley,5,Western Australia,56837
10502,-34.26,118.22,AMELUP,51229,Gnowangerup,5,Western Australia,260192
10503,-32.03,118.09,ARDATH,51240,Merredin,5,Western Australia,393786
10505,-33.34,117.04,ARTHUR RIVER,51250,Wagin,5,Western Australia,67450
10508,-33.64,117.93,BADGEBUP,51230,Katanning,5,Western Australia,38442
10510,-33.16,116.8,BAROOGA,51250,Wagin,5,Western Australia,67450
10513,-32.39,118.26,BENDERING,51247,Kulin,5,Western Australia,586531
10515,-32.11,116.92,BEVERLEY,51245,York - Beverley,5,Western Australia,56837
10519,-34.07,118.26,BORDEN,51229,Gnowangerup,5,Western Australia,260192
10520,-33.66,117.05,BOSCABEL,51231,Kojonup,5,Western Australia,73119
10524,-32.37,117.01,BROOKTON,51246,Brookton,5,Western Australia,132769
10525,-33.85,117.64,BROOMEHILL,51231,Kojonup,5,Western Australia,73119
10527,-32.37,117.52,BULYEE,51246,Brookton,5,Western Australia,132769
10530,-33.91,117.1,CHAMINGUP,51231,Kojonup,5,Western Australia,73119
10531,-33.71,117.24,CHERRY TREE,51231,Kojonup,5,Western Australia,73119
10534,-32.48,117.56,COLORADO,51246,Brookton,5,Western Australia,132769
10537,-34.3,117.55,CRANBROOK,51231,Kojonup,5,Western Australia,73119
10541,-33.86,118.82,NYERILUP,51229,Gnowangerup,5,Western Australia,260192
10542,-33.34,116.74,DARKAN,51250,Wagin,5,Western Australia,67450
10544,-33.4,117.09,DELLYANINE,51250,Wagin,5,Western Australia,67450
10546,-33.31,117.74,DUMBLEYUNG,51247,Kulin,5,Western Australia,586531
10556,-32.48,116.81,COONDEE,51246,Brookton,5,Western Australia,132769
10558,-33.94,118.01,GNOWANGERUP,51229,Gnowangerup,5,Western Australia,260192
10560,-32.54,119.11,GRAHAM ROCK,51247,Kulin,5,Western Australia,586531
10564,-32.35,116.86,HILLCROFT,51246,Brookton,5,Western Australia,132769
10565,-32.67,119.41,HOLT ROCK,51247,Kulin,5,Western Australia,586531
10566,-33.57,117.2,HORSESHOE,51230,Katanning,5,Western Australia,38442
10568,-32.44,118.9,HYDEN,51247,Kulin,5,Western Australia,586531
10571,-32.38,116.83,JALNA,51246,Brookton,5,Western Australia,132769
10581,-32.29,119.14,KING ROCKS,51247,Kulin,5,Western Australia,586531
10582,-33.83,117.16,KOJONUP,51231,Kojonup,5,Western Australia,73119
10583,-32.49,118.27,KONDININ,51247,Kulin,5,Western Australia,586531
10584,-32.67,118.15,KULIN,51247,Kulin,5,Western Australia,586531
10595,-33.65,118.55,PINGRUP SOUTH,51229,Gnowangerup,5,Western Australia,260192
10603,-32.42,118.2,HARTWOOD,51247,Kulin,5,Western Australia,586531
10611,-33.28,119.78,MOUNT MADDEN,51247,Kulin,5,Western Australia,586531
10612,-32.07,118.4,NAREMBEEN,51240,Merredin,5,Western Australia,393786
10614,-32.93,117.18,NARROGIN,51249,Narrogin,5,Western Australia,8621
10619,-33.54,118.15,NYABING,51229,Gnowangerup,5,Western Australia,260192
10622,-33.96,118.49,ONGERUP,51229,Gnowangerup,5,Western Australia,260192
10625,-32.75,118.63,PINGARING,51247,Kulin,5,Western Australia,586531
10626,-32.53,117.08,PINGELLY,51246,Brookton,5,Western Australia,132769
10627,-33.53,118.51,PINGRUP,51229,Gnowangerup,5,Western Australia,260192
10628,-32.01,117.4,QUAIRADING,51237,Cunderdin,5,Western Australia,243976
10634,-32.31,116.77,REDLANDS,51245,York - Beverley,5,Western Australia,56837
10635,-33.79,116.91,RIVERDALE,51231,Kojonup,5,Western Australia,73119
10638,-32.52,118.3,ST ALBANS,51247,Kulin,5,Western Australia,586531
10643,-34.04,117.64,TAMBELLUP,51231,Kojonup,5,Western Australia,73119
10644,-33.13,118.2,BATHURST,51247,Kulin,5,Western Australia,586531
10647,-33.31,117.34,WAGIN,51250,Wagin,5,Western Australia,67450
10655,-33.03,116.88,WILLIAMS,51250,Wagin,5,Western Australia,67450
10659,-33.56,117.43,WOODANILLING,51230,Katanning,5,Western Australia,38442
10662,-32.59,117.62,YEALERING,51247,Kulin,5,Western Australia,586531
10665,-33.19,118.08,KUKERIN,51247,Kulin,5,Western Australia,586531
10666,-32.04,118.9,LOCHNAGAR,51240,Merredin,5,Western Australia,393786
10670,-32.48,119.36,LAKE CARMODY,51247,Kulin,5,Western Australia,586531
10692,-33.11,118.84,NEWDEGATE RESEARCH STATION,51247,Kulin,5,Western Australia,586531
10694,-34,117.92,TWOLGANUP,51229,Gnowangerup,5,Western Australia,260192
10696,-32.66,118.63,AMRISTA PARK,51247,Kulin,5,Western Australia,586531
10700,-33.5,117.31,KOJONOLOKAN HILLS,51230,Katanning,5,Western Australia,38442
10702,-32.1,118.81,MOUNT WALKER,51240,Merredin,5,Western Australia,393786
10707,-33.94,118.92,JERRAMUNGUP,51229,Gnowangerup,5,Western Australia,260192
10715,-34.18,117.83,YONGERUP,51231,Kojonup,5,Western Australia,73119
10725,-33.45,117.66,CONGEE,51230,Katanning,5,Western Australia,38442
10729,-34.34,118.63,CHILLINUP,51229,Gnowangerup,5,Western Australia,260192
10792,-34.17,118.94,GAIRDNER,51229,Gnowangerup,5,Western Australia,260192
10799,-32.63,118.01,WEST KULIN,51247,Kulin,5,Western Australia,586531
10811,-33.18,120.09,NTH RAVENSTHORPE,51275,Esperance Region,5,Western Australia,381876
10816,-33.21,117.7,BEAUMONT,51247,Kulin,5,Western Australia,586531
10831,-33.48,117.61,GLENROSE,51230,Katanning,5,Western Australia,38442
10866,-33.93,117.33,CRANHAM,51231,Kojonup,5,Western Australia,73119
10869,-33.59,120.18,CARLINGUP,51275,Esperance Region,5,Western Australia,381876
10870,-33.69,119.66,MAINNERUP,51275,Esperance Region,5,Western Australia,381876
10872,-33.17,118.25,DUNELM,51247,Kulin,5,Western Australia,586531
10878,-33.54,119.66,CHESALON,51275,Esperance Region,5,Western Australia,381876
10881,-32.13,119.03,GIBB ROCK,51240,Merredin,5,Western Australia,393786
10889,-32.89,118.63,MORDETTA,51247,Kulin,5,Western Australia,586531
10893,-34.31,117.43,THE WARRIUPS,51231,Kojonup,5,Western Australia,73119
10894,-32.63,119.1,ALLAN ROCKS,51247,Kulin,5,Western Australia,586531
10897,-34.22,118.5,NALYERLUP,51229,Gnowangerup,5,Western Australia,260192
10900,-32.93,119.84,DESERT FRINGE,51247,Kulin,5,Western Australia,586531
10904,-32.17,118.61,SWANARA,51240,Merredin,5,Western Australia,393786
10908,-32.03,116.87,YANGEDINE,51245,York - Beverley,5,Western Australia,56837
10910,-32.68,117.27,WYONNING,51250,Wagin,5,Western Australia,67450
10911,-33.1,118.46,LAKE GRACE,51247,Kulin,5,Western Australia,586531
10912,-32.59,117.64,YEALERING EAST,51246,Brookton,5,Western Australia,132769
10916,-33.69,117.61,KATANNING,51230,Katanning,5,Western Australia,38442
10917,-32.67,116.67,WANDERING,51246,Brookton,5,Western Australia,132769
10919,-32.69,116.61,WILGARRA,51246,Brookton,5,Western Australia,132769
10921,-34.24,118.22,INGLEBOURNE,51229,Gnowangerup,5,Western Australia,260192
10923,-33,116.85,WILLIAMS NORTH,51250,Wagin,5,Western Australia,67450
12011,-30.99,119.11,BULLFINCH,51242,Mukinbudin,5,Western Australia,561694
12026,-31.64,118.9,BODALLIN SOUTH,51242,Mukinbudin,5,Western Australia,561694
12028,-33.04,121.66,GORYA VALLEY,51275,Esperance Region,5,Western Australia,381876
12064,-31.33,118.97,NOONGAAR,51242,Mukinbudin,5,Western Australia,561694
12071,-32.99,121.62,SALMON GUMS RES.STN.,51275,Esperance Region,5,Western Australia,381876
12077,-32.86,121.71,I DUNNO,51275,Esperance Region,5,Western Australia,381876
12079,-31.04,119.31,TURKEY HILL NORTH,51242,Mukinbudin,5,Western Australia,561694
12083,-31.3,118.69,WESTONIA,51242,Mukinbudin,5,Western Australia,561694
12101,-31.32,118.55,SEVEN OAKS,51242,Mukinbudin,5,Western Australia,561694
12140,-33.36,121.06,KANGA DOWNS,51275,Esperance Region,5,Western Australia,381876
12223,-33.22,121.35,LORT RIVER,51275,Esperance Region,5,Western Australia,381876
12291,-33.46,120.92,RIVER PLAINS,51275,Esperance Region,5,Western Australia,381876
12297,-33.49,122.59,BEAUMONT WEST,51275,Esperance Region,5,Western Australia,381876
12306,-33.52,122.95,SPARKLE HILL,51275,Esperance Region,5,Western Australia,381876
12308,-33.34,122.07,MOUNT RIDLEY,51275,Esperance Region,5,Western Australia,381876
12311,-33.47,122.4,HILL PLAINS,51275,Esperance Region,5,Western Australia,381876
12312,-33.59,122.45,KATTA BAREGA,51275,Esperance Region,5,Western Australia,381876
12320,-31.24,119.36,SOUTHERN CROSS AIRFIELD,51242,Mukinbudin,5,Western Australia,561694
18001,-33.91,136.57,ARNO BAY,41131,Kimba - Cleve - Franklin Harbour,4,South Australia,379374
18012,-32.13,133.7,CEDUNA AMO,41129,Ceduna,4,South Australia,46965
18014,-33.7,136.49,CLEVE,41131,Kimba - Cleve - Franklin Harbour,4,South Australia,379374
18019,-34.39,135.47,COULTA,41130,Eyre Peninsula,4,South Australia,151954
18022,-33.68,136.91,COWELL,41131,Kimba - Cleve - Franklin Harbour,4,South Australia,379374
18023,-34.26,135.73,CUMMINS,41130,Eyre Peninsula,4,South Australia,151954
18024,-33.47,136.21,DARKE PEAK,41131,Kimba - Cleve - Franklin Harbour,4,South Australia,379374
18040,-33.14,136.41,KIMBA,41131,Kimba - Cleve - Franklin Harbour,4,South Australia,379374
18044,-33.13,135.55,KYANCUTTA,41132,Le Hunte - Elliston,4,South Australia,227622
18046,-33.57,135.76,LOCK,41132,Le Hunte - Elliston,4,South Australia,227622
18047,-32.07,133.94,CEDUNA (MALTEE),41134,West Coast (SA),4,South Australia,237015
18049,-34.12,136.16,BUTLER TANKS (NORTH PARNDA),41130,Eyre Peninsula,4,South Australia,151954
18054,-33.03,134.7,PORT KENNY (MOUNT COOPER),41134,West Coast (SA),4,South Australia,237015
18060,-31.78,132.2,NUNDROO,41134,West Coast (SA),4,South Australia,237015
18063,-31.93,133.01,PENONG,41134,West Coast (SA),4,South Australia,237015
18069,-33.65,134.89,ELLISTON,41132,Le Hunte - Elliston,4,South Australia,227622
18079,-32.8,134.21,STREAKY BAY,41134,West Coast (SA),4,South Australia,237015
18083,-33.04,135.45,WUDINNA AERO,41132,Le Hunte - Elliston,4,South Australia,227622
18086,-34.38,136.1,TUMBY BAY,41130,Eyre Peninsula,4,South Australia,151954
18088,-34.18,136.05,UNGARRA,41130,Eyre Peninsula,4,South Australia,151954
18094,-32.4,134.53,WIRRULLA,41134,West Coast (SA),4,South Australia,237015
18096,-33.68,136.68,CLEVE (PINEVIEW),41131,Kimba - Cleve - Franklin Harbour,4,South Australia,379374
18107,-34.59,135.76,PORT LINCOLN (WOOLGA),41130,Eyre Peninsula,4,South Australia,151954
18113,-33.97,136.25,WHARMINDA,41131,Kimba - Cleve - Franklin Harbour,4,South Australia,379374
18116,-33.71,136.5,CLEVE AERODROME,41131,Kimba - Cleve - Franklin Harbour,4,South Australia,379374
18137,-34.83,135.7,PORT LINCOLN (WESTMERE),41130,Eyre Peninsula,4,South Australia,151954
18165,-33.57,135.6,LOCK (TERRAH WINDS),41132,Le Hunte - Elliston,4,South Australia,227622
18166,-32.28,134.47,WIRRULLA (PIMBENA),41134,West Coast (SA),4,South Australia,237015
18170,-33.14,135.73,KYANCUTTA (KYANBRAE),41132,Le Hunte - Elliston,4,South Australia,227622
18171,-34.14,135.33,MOUNT HOPE (FAIRVIEW),41130,Eyre Peninsula,4,South Australia,151954
18174,-33.72,136.15,RUDALL (SWAFFPRO),41131,Kimba - Cleve - Franklin Harbour,4,South Australia,379374
18176,-33.34,136.75,COWELL (WINTER SPRINGS),41131,Kimba - Cleve - Franklin Harbour,4,South Australia,379374
18188,-34.63,135.47,COFFIN BAY,41130,Eyre Peninsula,4,South Australia,151954
18190,-32.9,136.19,BUCKLEBOO (KARINYA),41131,Kimba - Cleve - Franklin Harbour,4,South Australia,379374
18191,-34.37,135.37,COULTA (COLES POINT),41130,Eyre Peninsula,4,South Australia,151954
18192,-34.6,135.88,NORTH SHIELDS (PORT LINCOLN AWS),41130,Eyre Peninsula,4,South Australia,151954
18195,-32.84,135.15,MINNIPA PIRSA,41132,Le Hunte - Elliston,4,South Australia,227622
18204,-33.59,134.89,ELLISTON (THREE LAKES),41132,Le Hunte - Elliston,4,South Australia,227622
18205,-34.74,135.86,PORT LINCOLN,41133,Port Lincoln,4,South Australia,1799
18208,-33.23,135.41,KYANCUTTA (BILLABOWIE),41132,Le Hunte - Elliston,4,South Australia,227622
18209,-33.82,135.49,OAKDALE,41132,Le Hunte - Elliston,4,South Australia,227622
18214,-32.92,136.48,KIMBA (BOTENELLA HILLS),41131,Kimba - Cleve - Franklin Harbour,4,South Australia,379374
18217,-34.25,135.71,CUMMINS AERO,41130,Eyre Peninsula,4,South Australia,151954
18219,-32.25,134.13,PUNTABIE (EAGLE VIEW),41134,West Coast (SA),4,South Australia,237015
19001,-33.05,138.43,APPILA,41121,Peterborough - Mount Remarkable,4,South Australia,90646
19005,-32.82,138.69,ORROROO (BLACK ROCK),41121,Peterborough - Mount Remarkable,4,South Australia,90646
19006,-32.88,138.35,BOOLEROO CENTRE,41121,Peterborough - Mount Remarkable,4,South Australia,90646
19008,-32.46,138.2,BRUCE,41121,Peterborough - Mount Remarkable,4,South Australia,90646
19024,-32.83,138.19,MELROSE,41121,Peterborough - Mount Remarkable,4,South Australia,90646
19032,-32.73,138.61,ORROROO,41121,Peterborough - Mount Remarkable,4,South Australia,90646
19037,-33.02,138,PORT GERMEIN,41121,Peterborough - Mount Remarkable,4,South Australia,90646
19047,-32.69,138.32,BOOLEROO CENTRE (WILLOWIE),41121,Peterborough - Mount Remarkable,4,South Australia,90646
19048,-32.65,138.1,WILMINGTON,41121,Peterborough - Mount Remarkable,4,South Australia,90646
